"","niter_z","niter_t","niter_chisq","niter_f"
"12756",22,24,19,15
"12757",23,13,22,24
"12758",23,20,23,20
"12759",19,20,19,23
"12760",26,16,21,25
"12761",15,19,15,26
"12762",25,20,17,25
"12763",24,24,23,19
"12764",17,30,20,32
"12765",32,20,20,23
"12766",31,27,33,29
"12767",23,20,19,26
"12768",29,22,12,24
"12769",20,27,33,22
"12770",19,29,16,25
"12771",20,22,16,22
"12772",25,20,29,22
"12773",25,21,22,27
"12774",20,20,35,25
"12775",24,19,15,17
"12776",25,19,21,17
"12777",16,19,29,25
"12778",24,21,18,20
"12779",21,16,16,23
"12780",29,17,22,18
"12781",21,23,26,26
"12782",24,23,28,30
"12783",20,19,24,21
"12784",24,20,20,28
"12785",19,23,23,20
"12786",25,15,26,18
"12787",17,17,21,22
"12788",18,24,14,24
"12789",18,24,23,19
"12790",12,23,23,28
"12791",26,19,19,22
"12792",15,21,24,21
"12793",26,21,25,17
"12794",26,22,24,22
"12795",21,18,18,25
"12796",20,18,17,31
"12797",22,14,31,22
"12798",21,15,20,16
"12799",31,23,16,12
"12800",20,22,19,23
"12801",31,25,22,20
"12802",21,30,18,21
"12803",14,21,28,28
"12804",17,23,23,21
"12805",25,27,32,22
"12806",20,16,24,20
"12807",20,29,23,15
"12808",25,16,16,19
"12809",17,20,24,26
"12810",21,21,16,19
"12811",19,22,24,15
"12812",18,18,21,15
"12813",17,21,24,24
"12814",23,18,26,22
"12815",15,13,23,34
"12816",28,14,22,18
"12817",20,17,16,19
"12818",17,22,16,32
"12819",13,23,15,25
"12820",30,19,30,22
"12821",20,21,19,23
"12822",24,16,19,21
"12823",16,24,15,14
"12824",30,13,24,23
"12825",23,21,19,16
"12826",22,22,27,19
"12827",20,24,19,16
"12828",17,17,23,22
"12829",20,24,20,27
"12830",17,30,15,25
"12831",20,23,15,18
"12832",24,19,18,19
"12833",18,24,17,26
"12834",15,17,20,19
"12835",28,15,22,19
"12836",25,19,13,18
"12837",21,15,29,21
"12838",19,22,20,19
"12839",18,23,21,23
"12840",27,14,19,23
"12841",22,24,22,15
"12842",19,28,19,20
"12843",22,20,18,21
"12844",27,29,19,24
"12845",26,15,15,26
"12846",25,25,22,16
"12847",18,27,18,29
"12848",17,28,25,19
"12849",20,22,18,15
"12850",23,25,20,22
"12851",24,27,19,23
"12852",20,20,20,21
"12853",25,20,30,15
"12854",27,19,27,19
"12855",18,17,20,16
"12856",15,23,23,23
"12857",21,22,19,22
"12858",25,18,26,15
"12859",19,31,26,18
"12860",17,22,22,25
"12861",23,24,23,23
"12862",20,17,19,23
"12863",25,25,24,20
"12864",16,17,26,20
"12865",18,15,19,25
"12866",18,28,19,24
"12867",22,28,27,23
"12868",20,24,11,17
"12869",11,16,25,23
"12870",13,23,32,19
"12871",13,17,24,21
"12872",14,19,19,28
"12873",29,21,23,23
"12874",11,19,18,17
"12875",25,20,20,28
"12876",25,23,20,22
"12877",24,23,22,27
"12878",22,20,26,21
"12879",20,24,24,16
"12880",20,14,21,16
"12881",14,24,34,23
"12882",21,15,12,23
"12883",26,23,21,18
"12884",21,24,20,30
"12885",28,14,20,20
"12886",24,28,16,15
"12887",24,22,25,25
"12888",21,16,24,20
"12889",22,17,19,21
"12890",19,16,26,20
"12891",24,30,19,29
"12892",24,22,27,22
"12893",19,19,24,26
"12894",12,14,31,15
"12895",21,14,19,19
"12896",24,25,18,31
"12897",21,20,20,20
"12898",20,27,11,23
"12899",20,14,26,25
"12900",24,20,22,25
"12901",31,28,23,27
"12902",21,24,17,21
"12903",19,23,25,22
"12904",21,21,23,21
"12905",19,24,25,22
"12906",21,23,21,18
"12907",19,22,18,32
"12908",19,19,20,28
"12909",18,19,21,23
"12910",18,17,22,19
"12911",25,25,24,20
"12912",20,16,28,19
"12913",25,23,15,19
"12914",21,22,17,15
"12915",25,25,22,22
"12916",29,25,26,22
"12917",20,21,21,21
"12918",29,27,29,17
"12919",19,15,24,20
"12920",26,22,15,20
"12921",21,23,12,17
"12922",19,23,20,27
"12923",24,22,23,22
"12924",19,28,18,21
"12925",34,21,24,19
"12926",27,22,15,25
"12927",22,24,20,27
"12928",31,20,19,27
"12929",20,23,21,28
"12930",24,23,18,20
"12931",19,24,11,24
"12932",20,18,24,27
"12933",29,23,26,21
"12934",23,21,18,24
"12935",30,13,21,18
"12936",31,23,20,20
"12937",23,25,21,23
"12938",19,26,21,29
"12939",28,18,15,17
"12940",18,26,24,27
"12941",17,17,19,23
"12942",24,22,34,27
"12943",14,22,25,19
"12944",16,19,30,28
"12945",13,16,26,30
"12946",17,21,18,17
"12947",26,19,21,25
"12948",22,31,20,29
"12949",17,23,18,19
"12950",21,17,14,17
"12951",14,18,26,18
"12952",32,24,19,17
"12953",22,31,15,20
"12954",18,24,28,24
"12955",17,21,16,16
"12956",25,18,19,29
"12957",22,20,18,27
"12958",36,21,20,21
"12959",20,17,16,20
"12960",27,24,28,30
"12961",18,23,24,24
"12962",21,21,17,27
"12963",19,20,19,24
"12964",33,21,20,31
"12965",17,21,23,26
"12966",26,19,22,16
"12967",27,23,17,24
"12968",12,17,19,21
"12969",18,18,26,20
"12970",26,27,16,22
"12971",19,28,21,21
"12972",20,17,16,27
"12973",21,16,20,25
"12974",14,21,15,22
"12975",30,19,14,16
"12976",26,25,19,26
"12977",27,22,20,24
"12978",24,23,25,12
"12979",16,25,23,22
"12980",24,20,13,19
"12981",23,21,23,22
"12982",20,22,27,22
"12983",19,22,23,26
"12984",22,25,18,29
"12985",23,23,28,15
"12986",24,18,18,17
"12987",23,23,25,23
"12988",20,17,17,21
"12989",23,27,15,19
"12990",15,26,18,26
"12991",22,26,18,21
"12992",19,32,16,22
"12993",18,19,18,16
"12994",30,21,27,21
"12995",19,15,23,18
"12996",18,19,25,23
"12997",26,16,25,21
"12998",21,24,26,23
"12999",26,28,20,25
"13000",18,15,23,34
"13001",17,25,28,18
"13002",20,24,24,21
"13003",25,27,27,18
"13004",29,26,21,22
"13005",21,23,34,23
"13006",31,28,25,19
"13007",19,14,20,26
"13008",19,21,18,23
"13009",21,13,20,26
"13010",27,17,13,22
"13011",18,18,19,26
"13012",18,24,17,21
"13013",15,27,21,25
"13014",19,20,20,25
"13015",26,17,27,23
"13016",19,24,20,26
"13017",18,16,29,31
"13018",27,22,19,20
"13019",18,19,18,19
"13020",20,24,27,37
"13021",13,14,18,26
"13022",25,17,20,21
"13023",19,16,22,22
"13024",22,17,23,27
"13025",17,24,23,16
"13026",34,15,24,22
"13027",19,23,24,29
"13028",27,23,22,27
"13029",26,18,25,23
"13030",18,29,32,18
"13031",16,28,17,27
"13032",24,26,18,19
"13033",23,16,24,22
"13034",20,25,25,17
"13035",14,17,23,23
"13036",23,19,19,24
"13037",15,27,17,20
"13038",22,30,21,20
"13039",26,20,22,22
"13040",25,18,26,28
"13041",23,27,19,16
"13042",21,15,16,31
"13043",24,24,18,25
"13044",26,18,21,21
"13045",23,22,19,20
"13046",21,25,24,14
"13047",23,22,18,19
"13048",30,17,26,28
"13049",19,18,19,16
"13050",25,16,26,25
"13051",23,21,24,27
"13052",24,19,20,18
"13053",20,29,22,23
"13054",28,20,28,26
"13055",24,17,15,24
"13056",22,21,20,23
"13057",16,15,17,26
"13058",29,20,14,19
"13059",35,22,22,26
"13060",30,29,20,17
"13061",26,16,25,21
"13062",22,21,20,23
"13063",23,26,31,19
"13064",22,16,21,28
"13065",34,22,24,22
"13066",24,33,26,20
"13067",28,18,22,24
"13068",25,23,17,20
"13069",18,21,22,22
"13070",20,20,20,20
"13071",23,21,19,22
"13072",21,28,22,22
"13073",15,27,22,20
"13074",21,21,21,25
"13075",24,21,16,22
"13076",18,13,26,20
"13077",25,23,19,32
"13078",16,15,18,16
"13079",21,17,21,20
"13080",14,17,20,22
"13081",18,30,19,16
"13082",30,13,21,22
"13083",25,22,21,24
"13084",19,20,18,22
"13085",23,26,19,20
"13086",13,18,16,15
"13087",18,27,23,18
"13088",25,23,28,20
"13089",26,25,19,20
"13090",22,16,12,19
"13091",22,18,18,24
"13092",15,27,16,21
"13093",22,24,19,27
"13094",23,29,27,14
"13095",15,23,20,19
"13096",19,16,25,15
"13097",20,18,13,26
"13098",29,33,15,26
"13099",14,29,17,18
"13100",19,22,20,28
"13101",13,21,20,16
"13102",23,17,22,24
"13103",19,19,19,24
"13104",20,28,25,26
"13105",20,18,26,21
"13106",23,16,25,18
"13107",16,22,24,18
"13108",18,19,20,15
"13109",21,22,21,23
"13110",21,21,25,19
"13111",20,26,17,22
"13112",14,17,26,14
"13113",25,23,14,23
"13114",15,19,18,27
"13115",21,21,21,17
"13116",21,24,20,15
"13117",20,29,25,23
"13118",18,17,24,18
"13119",19,18,19,21
"13120",26,11,21,17
"13121",18,21,30,19
"13122",18,23,25,25
"13123",22,25,18,22
"13124",24,23,23,18
"13125",17,26,19,17
"13126",19,20,19,16
"13127",18,17,25,19
"13128",21,25,20,23
"13129",24,21,19,27
"13130",21,13,33,18
"13131",19,25,15,18
"13132",24,21,22,18
"13133",22,16,25,39
"13134",24,26,23,24
"13135",15,26,23,28
"13136",23,26,19,23
"13137",21,18,25,29
"13138",24,26,20,24
"13139",22,23,22,19
"13140",23,21,23,13
"13141",26,23,23,33
"13142",37,22,30,17
"13143",23,12,23,25
"13144",25,17,25,16
"13145",26,26,21,31
"13146",27,17,22,21
"13147",20,21,23,18
"13148",20,14,21,22
"13149",19,22,25,20
"13150",12,25,13,23
"13151",19,17,15,24
"13152",25,21,19,16
"13153",13,25,25,25
"13154",25,25,27,33
"13155",25,17,33,25
"13156",16,27,20,22
"13157",32,24,18,25
"13158",22,28,19,18
"13159",29,21,24,28
"13160",27,21,22,18
"13161",22,28,20,22
"13162",28,31,18,18
"13163",20,20,20,32
"13164",23,20,18,26
"13165",19,21,20,23
"13166",23,22,9,27
"13167",16,33,28,24
"13168",23,28,17,16
"13169",18,24,20,24
"13170",25,23,22,27
"13171",22,22,22,18
"13172",18,15,19,17
"13173",28,22,28,21
"13174",18,20,24,23
"13175",17,18,22,22
"13176",31,20,13,22
"13177",31,24,19,16
"13178",20,26,27,27
"13179",23,20,27,18
"13180",29,18,24,19
"13181",24,17,25,34
"13182",19,17,16,27
"13183",20,20,25,21
"13184",18,21,27,21
"13185",20,18,26,20
"13186",24,26,21,23
"13187",28,19,22,14
"13188",25,23,24,28
"13189",16,17,16,20
"13190",22,19,22,27
"13191",22,20,14,22
"13192",19,24,20,21
"13193",23,27,23,18
"13194",26,20,18,25
"13195",21,21,26,22
"13196",16,28,21,26
"13197",19,22,24,23
"13198",29,19,15,25
"13199",16,22,22,26
"13200",22,25,25,18
"13201",17,25,25,25
"13202",18,27,21,24
"13203",24,22,28,29
"13204",23,29,10,18
"13205",31,22,16,17
"13206",22,20,19,20
"13207",21,21,21,21
"13208",14,19,27,23
"13209",22,13,24,32
"13210",23,24,26,16
"13211",30,26,24,39
"13212",13,19,22,30
"13213",18,20,28,17
"13214",20,23,21,15
"13215",12,26,12,26
"13216",18,24,22,18
"13217",22,19,19,16
"13218",18,22,18,23
"13219",19,24,19,27
"13220",15,18,22,18
"13221",18,22,25,27
"13222",28,22,19,12
"13223",18,20,23,22
"13224",22,25,22,23
"13225",23,25,23,24
"13226",19,22,16,24
"13227",29,21,20,16
"13228",24,16,22,20
"13229",20,17,20,25
"13230",18,22,26,26
"13231",25,24,21,24
"13232",13,30,29,17
"13233",15,26,19,24
"13234",17,20,18,18
"13235",25,25,25,16
"13236",17,24,20,23
"13237",17,28,23,28
"13238",24,27,13,22
"13239",25,25,23,20
"13240",27,19,23,20
"13241",31,21,20,26
"13242",19,20,18,32
"13243",21,18,19,21
"13244",20,23,24,26
"13245",28,23,18,25
"13246",23,27,25,21
"13247",20,19,24,18
"13248",20,20,22,16
"13249",21,25,21,20
"13250",22,14,26,20
"13251",29,24,24,23
"13252",10,25,23,19
"13253",23,22,19,20
"13254",16,20,15,19
"13255",19,33,16,24
"13256",22,20,24,21
"13257",23,15,22,23
"13258",17,27,20,19
"13259",20,23,20,22
"13260",24,22,24,23
"13261",18,21,25,22
"13262",17,22,19,25
"13263",18,23,27,22
"13264",19,17,22,26
"13265",19,20,12,24
"13266",16,15,18,20
"13267",24,20,17,22
"13268",22,20,22,25
"13269",24,22,15,18
"13270",24,18,19,16
"13271",23,23,22,21
"13272",22,20,22,13
"13273",18,27,19,25
"13274",26,18,17,19
"13275",19,20,29,22
"13276",17,15,19,26
"13277",21,17,22,13
"13278",14,24,27,24
"13279",23,26,21,24
"13280",19,25,17,23
"13281",14,25,25,23
"13282",20,24,20,17
"13283",28,11,22,25
"13284",17,24,17,14
"13285",30,30,25,37
"13286",21,27,24,19
"13287",23,32,25,23
"13288",22,26,23,23
"13289",16,23,18,18
"13290",15,16,28,24
"13291",19,30,16,25
"13292",20,23,23,18
"13293",18,22,23,27
"13294",17,20,26,21
"13295",24,23,23,17
"13296",23,15,18,22
"13297",20,18,25,18
"13298",23,24,24,25
"13299",21,15,20,21
"13300",21,21,26,16
"13301",18,21,26,30
"13302",20,22,18,23
"13303",20,16,25,26
"13304",31,20,18,27
"13305",28,26,17,18
"13306",17,22,25,23
"13307",15,17,19,19
"13308",21,20,18,24
"13309",25,25,21,22
"13310",29,23,29,29
"13311",27,31,19,28
"13312",23,15,22,14
"13313",19,27,19,22
"13314",11,17,17,16
"13315",16,26,21,18
"13316",23,22,25,16
"13317",15,22,19,26
"13318",24,30,24,22
"13319",28,19,21,23
"13320",23,23,15,19
"13321",22,13,23,21
"13322",22,25,18,30
"13323",18,20,17,17
"13324",23,24,31,23
"13325",26,28,30,25
"13326",16,16,18,29
"13327",13,21,16,23
"13328",29,13,25,23
"13329",22,11,22,26
"13330",23,24,18,26
"13331",16,21,25,21
"13332",22,12,20,30
"13333",17,18,20,21
"13334",20,22,15,18
"13335",25,23,19,20
"13336",19,23,24,32
"13337",28,29,25,24
"13338",21,30,20,23
"13339",23,12,14,21
"13340",19,28,23,27
"13341",23,20,21,22
"13342",25,26,16,24
"13343",19,18,18,16
"13344",20,29,26,20
"13345",22,21,26,22
"13346",25,18,17,26
"13347",15,27,26,19
"13348",23,18,16,22
"13349",28,26,20,30
"13350",21,22,21,16
"13351",18,24,20,28
"13352",17,30,21,26
"13353",27,17,20,16
"13354",23,19,19,21
"13355",26,23,17,22
"13356",17,23,20,25
"13357",16,21,16,22
"13358",24,23,25,23
"13359",21,23,19,18
"13360",22,22,23,16
"13361",18,22,26,22
"13362",29,16,28,35
"13363",23,19,21,19
"13364",21,14,23,30
"13365",18,12,18,26
"13366",18,18,22,20
"13367",22,20,25,24
"13368",20,19,20,17
"13369",19,19,26,27
"13370",14,17,20,28
"13371",26,15,21,26
"13372",17,19,27,14
"13373",18,24,25,20
"13374",20,23,22,22
"13375",24,19,25,19
"13376",25,22,19,18
"13377",31,21,20,17
"13378",20,28,28,30
"13379",16,19,16,21
"13380",22,20,19,21
"13381",21,22,22,19
"13382",19,28,20,16
"13383",30,19,26,31
"13384",18,20,24,14
"13385",17,16,24,32
"13386",24,22,21,21
"13387",22,20,17,17
"13388",19,24,21,25
"13389",19,21,23,28
"13390",20,30,13,19
"13391",24,19,27,23
"13392",23,21,16,24
"13393",21,34,19,21
"13394",23,19,20,20
"13395",25,14,15,28
"13396",19,16,21,19
"13397",17,20,19,23
"13398",29,16,28,24
"13399",24,17,26,16
"13400",18,22,21,22
"13401",22,20,24,24
"13402",14,19,20,26
"13403",17,16,24,20
"13404",20,18,16,16
"13405",19,16,20,27
"13406",30,22,25,24
"13407",25,28,20,26
"13408",23,22,25,31
"13409",29,14,24,20
"13410",21,26,19,26
"13411",19,33,24,21
"13412",18,23,16,26
"13413",17,19,11,24
"13414",19,33,18,23
"13415",18,24,18,20
"13416",19,21,25,25
"13417",18,22,26,24
"13418",21,22,17,22
"13419",23,19,17,25
"13420",18,25,21,26
"13421",16,24,20,22
"13422",20,22,24,30
"13423",23,22,16,17
"13424",19,23,18,19
"13425",16,18,19,25
"13426",17,22,19,17
"13427",25,27,17,17
"13428",20,29,16,22
"13429",20,24,18,16
"13430",20,22,26,21
"13431",17,22,23,27
"13432",15,18,24,16
"13433",25,22,22,19
"13434",17,26,22,28
"13435",17,19,17,19
"13436",18,20,23,25
"13437",24,20,15,19
"13438",17,19,18,24
"13439",21,23,30,21
"13440",28,21,26,22
"13441",25,23,26,26
"13442",19,20,25,19
"13443",21,20,37,27
"13444",25,13,22,20
"13445",21,19,21,19
"13446",17,18,25,28
"13447",20,31,24,23
"13448",19,15,24,23
"13449",18,19,24,26
"13450",27,17,22,22
"13451",13,16,19,22
"13452",28,19,24,19
"13453",21,26,17,16
"13454",21,20,30,19
"13455",23,25,25,27
"13456",21,35,21,25
"13457",15,23,30,25
"13458",19,20,15,19
"13459",22,15,23,30
"13460",27,21,25,18
"13461",16,23,21,19
"13462",17,21,20,20
"13463",28,14,21,18
"13464",17,20,21,17
"13465",24,16,22,16
"13466",17,21,14,28
"13467",19,27,12,20
"13468",25,27,19,29
"13469",20,19,18,26
"13470",17,25,21,20
"13471",20,23,21,16
"13472",18,18,23,19
"13473",23,19,15,25
"13474",25,26,22,21
"13475",24,22,20,20
"13476",23,23,34,23
"13477",26,20,28,23
"13478",23,10,18,24
"13479",22,17,19,13
"13480",25,20,28,18
"13481",27,23,24,16
"13482",22,19,13,23
"13483",23,17,17,19
"13484",19,16,21,17
"13485",15,23,15,19
"13486",21,18,23,13
"13487",24,14,15,20
"13488",24,24,19,21
"13489",23,23,21,32
"13490",21,20,15,23
"13491",20,27,29,21
"13492",19,22,17,22
"13493",12,25,27,19
"13494",23,24,22,21
"13495",22,27,21,25
"13496",23,18,20,17
"13497",18,24,22,27
"13498",20,34,22,15
"13499",16,29,26,20
"13500",21,20,17,25
"13501",21,19,25,17
"13502",20,21,29,31
"13503",21,24,19,31
"13504",17,19,20,25
"13505",17,18,20,20
"13506",19,22,24,22
"13507",17,28,25,22
"13508",18,18,27,20
"13509",22,20,22,22
"13510",24,22,21,22
"13511",20,18,23,27
"13512",23,20,28,30
"13513",24,25,18,19
"13514",19,15,32,27
"13515",14,20,20,18
"13516",26,24,23,25
"13517",14,18,22,24
"13518",26,19,27,17
"13519",20,22,19,21
"13520",31,20,20,20
"13521",19,14,17,22
"13522",20,23,28,25
"13523",28,24,21,27
"13524",14,15,19,21
"13525",20,18,23,24
"13526",18,19,25,16
"13527",21,23,15,25
"13528",30,23,24,17
"13529",24,29,24,17
"13530",21,24,16,22
"13531",18,9,19,25
"13532",26,27,34,21
"13533",17,29,23,24
"13534",21,23,9,29
"13535",22,22,16,23
"13536",20,28,33,22
"13537",21,23,23,20
"13538",23,19,19,19
"13539",28,20,22,28
"13540",22,18,15,25
"13541",24,18,24,18
"13542",19,21,22,13
"13543",19,24,22,34
"13544",29,20,31,28
"13545",24,16,30,22
"13546",21,14,22,29
"13547",26,17,17,23
"13548",14,28,19,31
"13549",15,24,19,15
"13550",18,25,16,26
"13551",18,22,26,19
"13552",19,19,27,17
"13553",21,22,21,29
"13554",20,19,23,23
"13555",25,14,21,21
"13556",20,34,23,20
"13557",14,21,19,21
"13558",14,24,17,17
"13559",19,23,16,23
"13560",27,22,16,19
"13561",20,23,27,26
"13562",17,24,25,22
"13563",25,20,28,24
"13564",28,24,26,21
"13565",29,14,27,19
"13566",23,18,23,19
"13567",24,15,21,20
"13568",20,18,20,19
"13569",27,25,25,19
"13570",22,26,18,22
"13571",20,18,28,29
"13572",27,26,23,26
"13573",24,21,15,27
"13574",20,18,22,22
"13575",22,28,22,19
"13576",17,15,18,16
"13577",13,27,18,12
"13578",24,28,24,18
"13579",23,15,19,24
"13580",22,26,22,24
"13581",26,25,19,33
"13582",21,13,19,23
"13583",21,18,25,18
"13584",20,22,22,22
"13585",19,25,19,29
"13586",17,30,18,27
"13587",20,21,16,16
"13588",28,19,23,22
"13589",19,24,19,21
"13590",26,18,29,29
"13591",18,18,14,24
"13592",25,18,28,18
"13593",22,25,21,25
"13594",29,29,17,22
"13595",26,31,25,18
"13596",22,22,27,21
"13597",23,15,23,31
"13598",15,22,16,27
"13599",17,22,22,27
"13600",15,20,18,27
"13601",24,26,18,19
"13602",19,22,30,19
"13603",21,22,24,15
"13604",21,22,18,10
"13605",22,29,25,16
"13606",20,16,17,21
"13607",19,20,25,31
"13608",21,20,17,28
"13609",22,28,18,24
"13610",22,23,22,29
"13611",28,33,25,25
"13612",17,24,28,23
"13613",21,15,28,28
"13614",19,27,15,20
"13615",24,13,12,22
"13616",25,29,23,22
"13617",25,19,24,25
"13618",19,17,19,32
"13619",18,22,30,20
"13620",23,18,14,27
"13621",23,19,16,13
"13622",27,18,21,14
"13623",24,26,13,24
"13624",23,21,13,22
"13625",23,22,17,20
"13626",25,23,27,20
"13627",19,22,22,22
"13628",28,15,17,27
"13629",28,18,25,23
"13630",13,21,17,23
"13631",28,33,18,25
"13632",24,21,15,23
"13633",29,21,18,20
"13634",17,26,14,30
"13635",25,25,24,15
"13636",22,20,19,26
"13637",30,27,11,28
"13638",17,18,19,24
"13639",28,29,17,25
"13640",20,24,22,27
"13641",19,23,17,22
"13642",20,19,22,23
"13643",24,16,20,16
"13644",26,23,23,21
"13645",20,23,16,17
"13646",27,26,24,26
"13647",18,30,20,25
"13648",23,28,17,28
"13649",19,23,25,18
"13650",18,26,21,26
"13651",21,27,21,20
"13652",21,22,19,22
"13653",25,16,16,27
"13654",23,25,18,23
"13655",23,25,23,18
"13656",18,22,21,20
"13657",20,28,31,22
"13658",23,16,30,16
"13659",26,23,27,25
"13660",20,17,23,24
"13661",20,28,21,23
"13662",16,30,20,19
"13663",19,21,18,18
"13664",30,26,26,26
"13665",19,19,19,37
"13666",20,20,17,20
"13667",14,21,23,28
"13668",23,21,26,25
"13669",21,23,27,26
"13670",21,17,27,24
"13671",25,16,26,15
"13672",20,28,21,27
"13673",23,21,21,23
"13674",24,16,25,13
"13675",20,26,24,24
"13676",22,20,23,18
"13677",22,14,17,29
"13678",20,22,21,25
"13679",27,24,20,28
"13680",28,20,22,25
"13681",21,18,23,30
"13682",24,18,27,26
"13683",17,18,24,20
"13684",24,28,18,16
"13685",18,17,20,21
"13686",23,22,14,24
"13687",15,18,24,22
"13688",20,21,21,31
"13689",26,14,23,25
"13690",25,20,30,15
"13691",16,19,19,27
"13692",20,25,16,23
"13693",24,18,21,24
"13694",19,13,23,25
"13695",14,19,20,23
"13696",26,16,17,24
"13697",15,15,11,31
"13698",19,19,26,29
"13699",14,27,24,23
"13700",27,18,19,27
"13701",19,20,23,22
"13702",21,13,21,21
"13703",22,23,20,16
"13704",26,31,19,29
"13705",18,20,21,19
"13706",21,26,22,21
"13707",25,17,24,26
"13708",23,24,28,19
"13709",18,17,16,25
"13710",20,22,19,25
"13711",11,9,18,26
"13712",19,25,23,19
"13713",27,15,15,15
"13714",24,21,19,21
"13715",22,16,21,28
"13716",18,16,21,18
"13717",21,23,21,27
"13718",29,21,26,26
"13719",25,21,19,16
"13720",22,13,16,22
"13721",21,18,23,20
"13722",16,16,27,31
"13723",25,23,17,21
"13724",16,20,33,21
"13725",12,18,18,18
"13726",24,24,17,17
"13727",19,22,17,13
"13728",25,18,26,28
"13729",17,25,16,19
"13730",26,29,13,30
"13731",21,21,26,16
"13732",14,21,19,23
"13733",20,20,16,20
"13734",23,22,27,22
"13735",30,18,16,18
"13736",17,24,33,12
"13737",16,29,23,21
"13738",23,22,23,19
"13739",30,21,21,18
"13740",15,21,18,19
"13741",23,16,22,32
"13742",23,22,18,23
"13743",16,27,23,19
"13744",25,19,19,26
"13745",19,18,16,24
"13746",20,18,18,19
"13747",25,21,24,20
"13748",20,22,23,13
"13749",26,14,20,16
"13750",21,19,19,25
"13751",27,29,22,22
"13752",28,23,19,26
"13753",20,29,21,23
"13754",19,25,20,28
"13755",22,27,15,21
"13756",24,18,17,16
"13757",28,20,13,29
"13758",29,26,23,26
"13759",20,21,20,19
"13760",19,16,21,24
"13761",22,28,27,18
"13762",15,14,15,21
"13763",24,29,18,28
"13764",27,19,18,21
"13765",17,26,19,23
"13766",22,19,23,20
"13767",23,22,23,20
"13768",30,16,26,26
"13769",20,21,33,18
"13770",20,21,21,19
"13771",22,29,22,30
"13772",25,21,19,30
"13773",27,23,24,25
"13774",26,19,23,21
"13775",16,21,21,22
"13776",23,25,25,25
"13777",22,31,17,30
"13778",24,17,27,17
"13779",28,23,23,22
"13780",21,17,23,23
"13781",19,29,23,20
"13782",28,17,16,25
"13783",17,25,17,25
"13784",24,19,20,22
"13785",19,23,20,21
"13786",23,21,20,17
"13787",21,21,20,20
"13788",27,21,23,19
"13789",18,19,27,20
"13790",17,25,23,19
"13791",22,26,20,26
"13792",18,18,23,21
"13793",19,25,17,21
"13794",21,26,25,21
"13795",25,18,20,31
"13796",16,22,18,27
"13797",24,23,25,27
"13798",24,30,21,16
"13799",26,20,15,19
"13800",18,28,21,20
"13801",23,25,27,21
"13802",17,17,24,20
"13803",21,23,22,23
"13804",22,22,22,17
"13805",22,21,15,16
"13806",25,24,22,25
"13807",24,19,23,21
"13808",23,27,20,15
"13809",27,20,20,23
"13810",20,25,16,19
"13811",23,22,22,22
"13812",25,16,20,23
"13813",18,29,17,14
"13814",21,14,22,22
"13815",17,21,22,20
"13816",27,23,16,25
"13817",28,25,32,26
"13818",25,30,23,20
"13819",21,31,24,24
"13820",23,22,20,25
"13821",19,17,22,25
"13822",28,19,16,19
"13823",19,13,24,17
"13824",18,20,19,27
"13825",21,21,23,20
"13826",23,19,17,20
"13827",23,17,20,19
"13828",29,17,19,20
"13829",26,26,20,23
"13830",23,23,32,19
"13831",18,30,16,26
"13832",12,22,24,18
"13833",23,23,24,22
"13834",18,18,19,23
"13835",24,17,20,23
"13836",27,23,23,21
"13837",12,19,15,27
"13838",26,21,12,20
"13839",23,22,15,21
"13840",23,25,16,22
"13841",19,20,20,20
"13842",21,23,24,21
"13843",18,26,26,21
"13844",31,20,28,25
"13845",15,17,22,19
"13846",20,33,19,21
"13847",30,28,27,23
"13848",15,21,25,19
"13849",20,22,23,23
"13850",22,20,19,20
"13851",16,22,24,20
"13852",18,22,19,14
"13853",20,22,23,21
"13854",28,22,21,18
"13855",29,25,20,16
"13856",23,23,22,20
"13857",17,21,21,23
"13858",15,21,21,22
"13859",26,20,15,21
"13860",16,22,20,24
"13861",17,23,24,23
"13862",26,22,24,21
"13863",19,28,21,23
"13864",21,18,24,19
"13865",25,14,22,26
"13866",27,18,23,28
"13867",21,21,27,26
"13868",23,29,21,19
"13869",17,24,22,28
"13870",28,17,19,22
"13871",21,19,25,20
"13872",34,24,25,28
"13873",23,26,27,20
"13874",18,17,23,22
"13875",17,24,25,19
"13876",16,36,21,27
"13877",24,18,27,19
"13878",16,24,20,22
"13879",17,21,22,18
"13880",30,16,22,26
"13881",23,23,22,16
"13882",25,26,17,24
"13883",22,26,15,23
"13884",15,15,15,25
"13885",32,22,23,22
"13886",21,19,31,25
"13887",25,21,18,24
"13888",25,23,21,18
"13889",27,26,25,30
"13890",27,23,26,20
"13891",28,24,20,26
"13892",18,22,22,27
"13893",20,26,27,20
"13894",22,17,26,16
"13895",22,27,22,25
"13896",18,17,24,25
"13897",23,25,21,13
"13898",24,19,19,24
"13899",15,19,20,28
"13900",24,14,11,21
"13901",18,17,18,31
"13902",21,22,25,24
"13903",24,17,22,22
"13904",22,22,16,24
"13905",32,16,25,17
"13906",21,24,28,29
"13907",29,21,21,24
"13908",22,21,16,27
"13909",22,20,23,14
"13910",29,11,20,18
"13911",22,13,19,23
"13912",26,17,17,21
"13913",18,22,20,22
"13914",29,22,16,26
"13915",22,20,15,26
"13916",21,18,26,28
"13917",23,27,24,19
"13918",16,19,22,27
"13919",20,27,26,17
